,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest
6362452,4,10000000.0,57316255.05,47316255.05,0.0,0.0
1447727,0,165077.93,8040.0,173117.93,892653.31,727575.38
4786528,4,927729.13,927729.13,0.0,0.0,0.0
2297272,3,7102.36,0.0,0.0,0.0,0.0
1746976,1,1336901.11,1336901.11,0.0,0.0,1336901.11
6264965,1,170486.7,170486.7,0.0,337632.83,508119.54
2438298,4,221837.41,0.0,0.0,749691.05,971528.47
4587053,3,45943.35,530.0,0.0,0.0,0.0
4391845,1,286112.21,13374.0,0.0,3765428.2,4051540.41
1740714,0,209951.79,23313.0,233264.79,6567344.09,6357392.3
4726536,1,71071.89,107129.0,36057.11,0.0,71071.89
6019701,1,4017972.88,4017972.88,0.0,0.0,4017972.88
4541166,4,478078.24,478078.24,0.0,0.0,0.0
5196360,1,89596.79,89596.79,0.0,0.0,89596.79
1030750,1,703833.48,703833.48,0.0,0.0,703833.48
6008709,1,27286.66,27286.66,0.0,11633.47,38920.14
6030127,1,351108.17,222.0,0.0,1626978.77,1978086.94
471467,0,75447.99,29530.0,104977.99,0.0,0.0
6358055,1,344886.44,344886.44,0.0,99583.8,444470.25
1656574,1,280880.94,284091.29,3210.36,1517425.41,1798306.35
1030689,4,4830219.15,4830219.15,0.0,0.0,0.0
1407284,0,228797.04,442386.72,671183.75,299100.71,70303.67
1267876,4,787462.93,19472.0,0.0,830180.7,1617643.63
5988243,4,3285475.4,3285475.4,0.0,0.0,0.0
6259030,1,3455440.17,3455440.17,0.0,333449.12,3788889.29
2254847,0,167977.73,49071.0,217048.73,1490289.3,1322311.57
749418,4,1828671.57,0.0,0.0,3705191.13,5533862.7
2484424,0,261211.96,3018723.31,3279935.27,1036510.45,775298.5
285908,1,81672.99,0.0,0.0,2442384.1,2573505.43
4869736,3,61125.95,119890.0,58764.05,0.0,0.0
4697761,0,8610.38,5699682.3,5708292.68,47310.3,38699.93
4622134,4,338062.05,338062.05,0.0,0.0,0.0
681981,1,5216.11,0.0,0.0,328127.29,333343.4
2752535,4,212320.36,0.0,0.0,1828053.02,2040373.38
1303120,1,141564.32,21134.0,0.0,0.0,141564.32
3962545,4,116452.23,10796.0,0.0,1577259.63,1693711.85
6257300,1,131942.88,0.0,0.0,2231081.14,2363024.02
3049601,1,195723.34,0.0,0.0,490087.37,685810.7
6171501,4,25529.76,25529.76,0.0,0.0,0.0
4303009,1,186887.27,41863.0,0.0,293033.13,479920.4
5987911,1,281439.26,281439.26,0.0,118976.79,400416.05
4879122,4,5568089.7,618.0,0.0,70857.26,5638946.96
5407591,4,192815.77,192815.77,0.0,0.0,0.0
887836,1,387999.26,0.0,0.0,705933.4,1093932.66
3682370,1,315572.51,100271.0,0.0,257501.13,573073.64
6168698,1,1431634.93,1431634.93,0.0,0.0,1431634.93
3491452,0,87999.13,5084256.68,5172255.81,11698441.45,11725918.02
2897552,4,497526.17,497526.17,0.0,0.0,0.0
6283808,4,8730600.58,8730600.58,0.0,0.0,0.0
6008431,1,365332.78,365332.78,0.0,27185.14,392517.92
5614312,2,1255.68,0.0,0.0,3182492.4,3183748.08
4349158,1,554848.17,0.0,0.0,964338.27,1519186.44
6346288,1,292815.44,292815.44,0.0,0.0,292815.44
6360892,4,407275.43,407275.43,0.0,0.0,0.0
1791881,0,53593.0,2926994.09,2980587.08,661996.42,608403.43
2485314,1,8326.48,0.0,0.0,3550639.35,3558965.83
36691,4,11308.0,11308.0,0.0,0.0,0.0
1824462,1,60557.53,0.0,0.0,1844002.78,1904560.31
2801118,1,93708.08,93708.08,0.0,1535887.5,1629595.57
3369691,0,370220.37,20071.0,390291.37,89778.12,0.0
3962418,1,2131624.18,2131624.18,0.0,227891.76,2359515.95
6118167,4,188097.08,188097.08,0.0,0.0,0.0
1030601,4,9917.27,9917.27,0.0,0.0,0.0
2334966,1,133563.95,0.0,0.0,1790842.52,1924406.47
6020319,1,67921.66,67921.66,0.0,338544.14,406465.81
6358054,4,344886.44,344886.44,0.0,0.0,0.0
2105268,1,153560.34,0.0,0.0,488968.75,642529.09
4785642,4,4677358.76,4677358.76,0.0,0.0,0.0
6362602,4,1819543.69,1819543.69,0.0,0.0,0.0
6020342,4,880975.83,880975.83,0.0,0.0,0.0
187964,1,95082.23,13407.0,0.0,340150.85,250910.76
5188057,1,435867.16,435867.16,0.0,186826.4,622693.55
2801114,1,574588.22,574588.22,0.0,0.0,574588.22
1636964,1,248352.0,0.0,0.0,1834258.56,2082610.57
1030766,1,28308.97,28308.97,0.0,0.0,28308.97
6064983,1,244153.94,244153.94,0.0,462368.7,706522.64
574957,4,44829.81,44829.81,0.0,0.0,0.0
1510962,4,322329.78,322329.78,0.0,0.0,0.0
2541038,1,185078.91,4635.0,0.0,316210.04,501288.94
2530850,1,283619.35,0.0,0.0,577426.01,861045.36
6232684,0,93870.2,489132.01,583002.21,391147.29,297277.1
6259944,4,222213.27,222213.27,0.0,0.0,0.0
5309842,1,79393.38,0.0,0.0,11143427.21,11222820.58
3928326,4,212975.59,212975.59,0.0,0.0,0.0
3905231,1,35727.93,1536.0,0.0,1567155.26,1602883.19
1827810,1,320057.69,307016.0,0.0,371767.07,691824.76
6010866,1,1186725.39,1186725.39,0.0,571163.84,1757889.23
186939,3,28227.31,42220.0,13992.69,0.0,0.0
4763314,1,180901.33,3108.0,0.0,225536.12,406437.45
6358380,1,1262207.3,1262207.3,0.0,6623072.35,7885279.65
645268,1,379958.26,562.0,0.0,549981.32,929939.57
6088895,1,59250.11,59250.11,0.0,1142307.7,1201557.81
6272965,1,2756011.78,2756011.78,0.0,148471.56,2904483.35
6027394,4,8177.04,8177.04,0.0,0.0,0.0
1025113,4,259671.8,508125.13,248453.33,1939090.16,2198761.96
1030259,4,967153.5,967153.5,0.0,0.0,0.0
814661,3,3792.26,85385.0,81592.74,0.0,0.0
4648689,1,213669.94,0.0,0.0,1160196.53,1373866.47
6049707,1,1214511.61,1214511.61,0.0,0.0,1214511.61
3998975,4,3452754.38,0.0,0.0,16330454.75,19783209.12
4486593,4,10211.81,10211.81,0.0,0.0,0.0
1030420,1,37796.75,37796.75,0.0,211905.39,249702.14
6125581,3,12665.89,0.0,0.0,0.0,0.0
1130489,1,324731.73,23151.0,0.0,0.0,324731.73
5022354,1,197225.64,0.0,0.0,673116.9,870342.55
4513149,3,38132.17,0.0,0.0,0.0,0.0
6362431,1,287040.14,287040.14,0.0,2153682.82,2440722.97
5170577,3,4366.1,0.0,0.0,0.0,0.0
6145036,1,99656.93,99656.93,0.0,0.0,99656.93
4368148,3,21904.16,6871.0,0.0,0.0,0.0
6362590,4,323726.61,323726.61,0.0,0.0,0.0
3359252,3,13588.93,0.0,0.0,0.0,0.0
1030626,1,353045.35,353045.35,0.0,981978.74,1335024.09
2014958,0,21392.06,6933100.14,6954492.2,5644352.84,5622960.78
4571891,1,205825.76,0.0,0.0,1270240.08,1476065.84
1488621,3,36932.06,14604.31,0.0,0.0,0.0
6266281,4,368973.39,368973.39,0.0,0.0,0.0
2559048,1,127846.92,152748.16,24901.24,134408.52,262255.44
2081920,0,100578.94,91021.25,191600.18,1583106.82,1482527.88
2297580,4,1126780.92,0.0,0.0,6134256.33,7261037.25
3135408,3,6592.85,12938.0,6345.15,0.0,0.0
3329281,0,89858.8,10366262.25,10456121.04,1263120.93,1173262.14
5947578,1,69357.62,10685.25,0.0,323096.03,392453.65
3959931,1,165368.59,165368.59,0.0,19946.26,185314.85
1330050,1,59964.24,0.0,0.0,244603.07,304567.31
662889,1,187241.05,0.0,0.0,4068178.26,4255419.31
184930,1,32166.93,0.0,0.0,59806.0,81220.4
2192422,1,125672.78,51992.0,0.0,61706.54,187379.32
1620814,3,19809.05,124243.53,104434.48,0.0,0.0
2218744,3,6982.94,0.0,0.0,0.0,0.0
6239435,1,44036.51,12487.0,0.0,0.0,44036.51
1375448,0,50221.9,11347.0,61568.9,1133282.78,968005.75
3014547,4,570135.07,570135.07,0.0,0.0,0.0
3390722,1,36218.5,0.0,0.0,187704.18,223922.68
6021355,1,5937.19,5937.19,0.0,36171.27,42108.46
2612712,4,131261.23,131261.23,0.0,0.0,0.0
6039453,4,20296.68,20296.68,0.0,0.0,0.0
987542,3,26274.31,0.0,0.0,0.0,0.0
3610982,1,1314897.11,1314897.11,0.0,0.0,1314897.11
2779309,1,116419.58,116419.58,0.0,177874.9,294294.48
6168660,1,227231.78,227231.78,0.0,1606681.0,1833912.79
6343983,4,466218.08,466218.08,0.0,0.0,0.0
137636,0,45928.92,3899263.96,3945192.88,492080.53,1349469.99
5991527,3,42388.5,1050.0,0.0,0.0,0.0
2384242,0,537213.19,12646876.28,13184089.47,1950441.46,1413228.26
3654631,3,1604.03,210409.0,208804.97,0.0,0.0
4388741,1,493.28,493.28,0.0,1078812.78,1079306.06
5790332,1,28805.19,0.0,0.0,102000.72,130805.91
5563712,1,10000000.0,10000000.0,0.0,0.0,10000000.0
1511342,4,17569.42,17569.42,0.0,0.0,0.0
6264963,1,393699.17,393699.17,0.0,46379.95,440079.12
6262654,1,1023189.9,1023189.9,0.0,66259.25,1089449.14
3271321,1,609416.21,609416.21,0.0,4316293.87,4925710.08
6273180,4,1387048.31,1387048.31,0.0,0.0,0.0
1242663,1,152840.17,61708.0,0.0,23885.85,176726.03
4388775,1,767879.02,767879.02,0.0,302527.93,1070406.95
1030455,4,548269.98,548269.98,0.0,0.0,0.0
4424014,0,63496.43,12219.0,75715.43,146601.12,83104.69
2893898,4,405700.06,0.0,0.0,408644.48,814344.55
4723178,1,301579.42,301579.42,0.0,125555.26,427134.68
3905596,4,164502.06,164502.06,0.0,0.0,0.0
6064986,4,781183.07,781183.07,0.0,0.0,0.0
368259,1,1639676.27,1639676.27,0.0,448954.92,2198318.48
2645165,3,6956.05,21409.0,14452.95,0.0,0.0
1059593,1,110457.0,110457.0,0.0,4174451.61,4284908.61
3367828,0,182926.41,5936697.36,6119623.77,258652.11,75725.7
802327,0,152664.91,828785.83,981450.74,0.0,0.0
4183090,1,423438.32,36893.0,0.0,155942.23,483158.06
736854,3,2844.94,0.0,0.0,0.0,0.0
3683,4,18627.02,18627.02,0.0,0.0,0.0
2703570,0,411054.56,289099.17,700153.73,1070845.91,659791.35
6010862,1,3752520.6,3752520.6,0.0,1255946.49,5008467.09
3550586,3,3009.3,21061.0,18051.7,0.0,0.0
1086407,4,617668.37,617668.37,0.0,0.0,0.0
6083452,1,1752606.15,1752606.15,0.0,0.0,1752606.15
1719351,4,1284959.39,1284959.39,0.0,0.0,0.0
545456,3,5232.68,139203.73,133971.06,0.0,0.0
1174679,1,256613.4,0.0,0.0,3235939.34,3492552.74
6351074,1,1242226.78,1242226.78,0.0,1079508.64,2321735.42
6281787,4,230652.43,230652.43,0.0,0.0,0.0
4283944,1,274033.32,0.0,0.0,1282340.4,1556373.72
6264914,1,346183.99,346183.99,0.0,115683.41,461867.4
1581385,1,151866.02,0.0,0.0,444701.0,401204.69
5135529,1,401949.25,0.0,0.0,435349.02,837298.27
4173310,4,9885877.24,86164.0,0.0,808573.69,10694450.93
3814752,1,2554662.97,2554662.97,0.0,2399641.18,4954304.15
45412,3,9766.58,497185.15,487418.56,0.0,0.0
1059584,4,71277.45,71277.45,0.0,0.0,0.0
5563729,4,245970.86,245970.86,0.0,0.0,0.0
5886901,3,1175.67,199233.39,198057.72,0.0,0.0
1674818,1,137162.71,0.0,0.0,179442.3,316605.01
3569031,0,44867.2,36403.0,81270.2,504803.88,459936.67
2747421,1,159165.11,23023.0,0.0,370708.96,529874.07
3064880,4,450489.27,450489.27,0.0,0.0,0.0
61548,3,19087.01,21129.0,2041.99,0.0,0.0
169133,0,198256.97,89326.0,287582.97,0.0,0.0
4810305,3,33973.35,27142.64,0.0,0.0,0.0
5563784,1,2887744.35,2887744.35,0.0,0.0,2887744.35
6271473,1,2341474.44,2341474.44,0.0,18780.15,2360254.6
6362616,4,6311409.28,6311409.28,0.0,0.0,0.0
302332,1,747282.4,747282.4,0.0,5340917.82,6088200.22
1991933,3,3478.18,19853.0,16374.82,0.0,0.0
2699859,4,157137.97,157137.97,0.0,0.0,0.0
1533289,4,1581441.8,1581441.8,0.0,0.0,0.0
6100677,1,10000000.0,10000000.0,0.0,198226.59,10198226.59
1054385,3,4150.86,258008.0,253857.14,0.0,0.0
1739155,1,319646.11,0.0,0.0,4418512.97,4738159.08
6151538,1,105097.16,105097.16,0.0,1965333.76,2070430.91
359291,3,16959.58,17068.0,108.42,0.0,0.0
6167567,1,492003.04,492003.04,0.0,24292.72,516295.76
3756113,0,183338.43,172.0,183510.43,151944.37,0.0
6227077,4,111764.7,111764.7,0.0,0.0,0.0
6082014,1,157277.0,157277.0,0.0,369445.83,526722.83
1030383,4,742973.53,742973.53,0.0,0.0,0.0
593674,1,401573.96,174647.38,0.0,473328.69,874902.65
2605944,4,164519.7,164519.7,0.0,0.0,0.0
1187476,0,53816.28,8837773.85,8891590.13,434789.88,380973.6
2918599,0,36619.0,125889.98,162508.98,5128038.77,5091419.77
6118264,4,3439121.37,3439121.37,0.0,0.0,0.0
6119235,4,1392337.38,1392337.38,0.0,0.0,0.0
3364831,3,3249.48,0.0,0.0,0.0,0.0
3438334,1,85381.2,0.0,0.0,2160270.05,2245651.24
6027403,1,120843.94,120843.94,0.0,1710553.99,1831397.93
277991,1,128473.62,128473.62,0.0,0.0,128473.62
5826339,0,51234.46,30931.0,82165.46,0.0,0.0
6038846,4,799517.33,799517.33,0.0,0.0,0.0
6281497,1,468638.03,468638.03,0.0,3070090.72,3538728.75
6296475,1,645104.5,645104.5,0.0,0.0,645104.5
1059560,4,655294.3,655294.3,0.0,0.0,0.0
5435918,1,307019.22,0.0,0.0,1613142.61,1920161.83
6281487,1,61846.05,61846.05,0.0,2094201.81,2156047.86
4388739,1,1340263.67,1340263.67,0.0,371963.94,1712227.61
6272949,1,249749.05,249749.05,0.0,0.0,249749.05
4109374,0,125239.06,3677.0,128916.06,0.0,0.0
5242913,4,11630.38,11630.38,0.0,0.0,0.0
1330054,1,193410.34,0.0,0.0,5382842.93,5576253.27
5322110,1,330061.88,147693.0,0.0,0.0,330061.88
3579435,3,2923.46,0.0,0.0,0.0,0.0
6296665,1,3542716.02,3542716.02,0.0,4746.62,3547462.65
6002761,1,163212.92,36324.53,0.0,996696.95,1159909.87
2712195,0,129856.51,2192298.45,2322154.97,778761.8,648905.29
6077221,1,1165187.89,1165187.89,0.0,0.0,1165187.89
6010860,1,10000000.0,10000000.0,0.0,185609.51,10185609.51
2800935,4,1052668.73,1052668.73,0.0,0.0,0.0
1496069,4,78810.3,78810.3,0.0,0.0,0.0
6292360,4,504362.34,504362.34,0.0,0.0,0.0
3109428,3,1729.11,20005.0,18275.89,0.0,0.0
3888439,3,8950.97,475.0,0.0,0.0,0.0
4388756,4,223228.11,223228.11,0.0,0.0,0.0
6207297,1,985127.95,985127.95,0.0,0.0,985127.95
1030748,1,113309.55,113309.55,0.0,0.0,113309.55
3491565,0,233898.42,753157.65,987056.07,728466.06,494567.64
4558725,1,146729.67,146729.67,0.0,0.0,146729.67
1051569,4,3492056.91,3492056.91,0.0,0.0,0.0
2799309,1,538312.05,538312.05,0.0,473640.86,1011952.91
1799041,1,131929.24,0.0,0.0,374504.66,506433.9
5606786,4,3354215.55,3354215.55,0.0,0.0,0.0
1260720,1,304702.4,0.0,0.0,9645272.15,9949974.54
6100661,1,121543.83,121543.83,0.0,64845.34,186389.17
78500,1,109131.79,0.0,0.0,995661.96,1937581.53
2865323,1,500989.09,16149.0,0.0,0.0,500989.09
4863204,0,308847.04,3883447.77,4192294.81,682858.3,374011.25
5004757,1,106987.51,0.0,0.0,1279502.5,1386490.0
1030472,1,126715.84,126715.84,0.0,273157.93,399873.77
3618322,4,601494.61,601494.61,0.0,0.0,0.0
6127449,4,5512595.16,5512595.16,0.0,0.0,0.0
6324679,4,676913.69,676913.69,0.0,0.0,0.0
879215,3,2105.66,102333.0,100227.34,0.0,0.0
3697537,1,191427.4,191427.4,0.0,1248290.65,1439718.05
4379427,3,22131.76,33057.0,10925.24,0.0,0.0
1351376,1,296174.84,55023.0,0.0,1854433.93,2150608.77
997356,2,6944.17,79477.0,72532.83,1813745.17,1820689.34
6184002,0,7256.46,3410574.94,3417831.41,752009.25,744752.79
6319907,3,20318.96,0.0,0.0,0.0,0.0
2946766,4,10000000.0,13774746.08,3774746.08,0.0,0.0
5988238,1,298384.21,298384.21,0.0,77405.99,375790.2
1740064,3,10615.04,39125.36,28510.31,0.0,0.0
6279183,4,40651.96,40651.96,0.0,0.0,0.0
3616583,4,296212.67,296212.67,0.0,0.0,0.0
3958679,3,27259.77,0.0,0.0,0.0,0.0
4824970,1,516355.22,516355.22,0.0,146473.93,662829.14
6362518,4,444898.97,444898.97,0.0,0.0,0.0
1030597,4,755813.12,755813.12,0.0,0.0,0.0
4718485,4,282018.0,282018.0,0.0,0.0,0.0
729660,4,503793.25,503793.25,0.0,0.0,95709.62
2995363,3,6641.49,150993.24,144351.75,0.0,0.0
6128526,4,161804.68,161804.68,0.0,0.0,0.0
5188056,4,435867.16,435867.16,0.0,0.0,0.0
3760287,1,10000000.0,10000000.0,0.0,540392.1,10540392.1
4449975,4,5024796.27,34249.0,0.0,97019.45,5121815.72
6362598,4,4009058.39,4009058.39,0.0,0.0,0.0
2169034,4,140729.31,0.0,0.0,465446.13,606175.44
99372,1,503405.88,503405.88,0.0,29669.0,533074.88
5189114,1,123298.41,0.0,0.0,315920.57,439218.98
2752774,4,1947807.58,1947807.58,0.0,0.0,0.0
4305153,0,106903.24,49.0,106952.24,0.0,0.0
1083687,1,342448.63,122196.0,0.0,89389.65,431838.28
1007166,1,97515.99,0.0,0.0,774901.47,872417.47
6296099,1,21332.46,21332.46,0.0,0.0,21332.46
5796185,1,118863.93,0.0,0.0,140889.72,259753.65
6281570,1,150205.64,150205.64,0.0,0.0,150205.64
239921,0,186295.61,10060.0,196355.61,501758.4,315462.79
6118265,1,3439121.37,3439121.37,0.0,67310.12,3506431.49
2188768,1,404906.66,31062.0,0.0,61492.34,466399.0
1511373,1,147080.42,147080.42,0.0,0.0,147080.42
6303116,1,93483.23,93483.23,0.0,86882.3,180365.53
6008513,4,539658.73,539658.73,0.0,0.0,0.0
6296618,4,171651.7,171651.7,0.0,0.0,0.0
6052702,1,1248344.84,1248344.84,0.0,0.0,1248344.84
854217,1,82806.2,82806.2,0.0,0.0,0.0
4888863,1,107246.96,0.0,0.0,3355125.17,3462372.14
5224041,0,86799.7,20769.0,107568.7,3223853.24,3137053.54
1030372,1,44733.5,44733.5,0.0,2534461.11,2579194.61
521385,3,2585.57,0.0,0.0,0.0,0.0
3626260,1,188441.76,188441.76,0.0,7551194.23,7739635.99
6272982,4,93884.26,93884.26,0.0,0.0,0.0
5956203,4,2740879.15,2740879.15,0.0,0.0,0.0
5906404,1,419996.96,0.0,0.0,4305028.31,4725025.28
6311827,1,250001.55,65409.0,0.0,2197323.77,2447325.32
6266411,4,10000000.0,12542664.27,2542664.27,0.0,0.0
4058811,1,176059.16,176059.16,0.0,105783.21,281842.36
4734789,1,123614.59,0.0,0.0,7594279.96,7717894.55
6272939,1,10000000.0,10000000.0,0.0,2160858.93,12160858.93
5768344,3,51058.18,11416.0,0.0,0.0,0.0
2402917,3,16323.38,19964.0,3640.62,0.0,0.0
3308129,0,230002.22,10277262.16,10507264.38,2381978.15,2151975.93
3688325,0,17314.78,4431595.75,4448910.53,2137130.5,2119815.73
2801113,4,574588.22,574588.22,0.0,0.0,0.0
1664733,1,345908.4,0.0,0.0,500254.59,846162.99
5768350,1,428229.29,62560.0,0.0,0.0,428229.29
4081472,3,12680.35,0.0,0.0,0.0,0.0
331401,1,565613.97,261228.0,0.0,284659.55,850273.52
4424099,1,365114.84,365114.84,0.0,89333.98,454448.82
2405780,3,12819.63,0.0,0.0,0.0,0.0
2531841,1,216179.15,216179.15,0.0,280881.31,497060.46
3106112,1,309958.79,309958.79,0.0,0.0,247510.12
6036302,1,37394.15,37394.15,0.0,281667.87,319062.02
6273673,4,58521.53,58521.53,0.0,0.0,0.0
6179147,1,254947.37,254947.37,0.0,0.0,254947.37
4755229,0,155377.26,27739825.62,27895202.88,1225930.41,1070553.15
6362335,1,534518.98,534518.98,0.0,91719.52,626238.5
2074050,3,14486.31,30639.0,16152.69,0.0,0.0
4351036,3,2748.6,0.0,0.0,0.0,0.0
3817964,1,319926.39,0.0,0.0,501191.48,821117.87
5220939,4,1634184.04,1634184.04,0.0,0.0,0.0
4580133,1,14386.9,0.0,0.0,376090.23,390477.13
3392091,1,38223.11,38223.11,0.0,115485.32,153708.43
3442897,0,118170.8,13902.0,132072.8,553380.83,435210.03
5635554,3,6454.36,506836.65,500382.28,0.0,0.0
4945157,4,1807043.68,0.0,0.0,2270663.41,4077707.08
1314529,4,1457343.37,1457343.37,0.0,0.0,0.0
1012993,4,82971.91,82971.91,0.0,0.0,0.0
5866659,4,2371324.81,2371324.81,0.0,0.0,0.0
3810908,1,199678.53,0.0,0.0,294714.96,494393.49
2301977,0,206286.99,22373566.89,22579853.88,958464.76,752177.77
1915202,4,204951.37,204951.37,0.0,0.0,0.0
6216502,1,164296.85,164296.85,0.0,1371866.69,1536163.54
556522,1,379878.0,379878.0,0.0,1301414.19,1681292.19
1002626,0,5364.17,121399.0,126763.17,0.0,0.0
6226750,4,179725.06,179725.06,0.0,0.0,0.0
2647738,1,1516823.73,1516823.73,0.0,386329.46,1903153.19
5742508,1,70425.77,160195.0,89769.23,2030969.0,2101394.78
659855,1,257633.65,15484.0,0.0,1100864.85,1358498.5
2049775,4,132195.25,0.0,0.0,388634.6,520829.86
1117790,0,253033.14,321615.0,574648.14,79488.12,0.0
3245153,3,32562.57,100578.0,68015.43,0.0,0.0
1027089,0,157646.38,1728130.65,1885777.02,1181261.67,1023615.3
4449308,3,2136.11,550023.88,547887.77,0.0,0.0
4150553,3,6329.26,305169.69,298840.44,0.0,0.0
3717511,4,89303.18,89303.18,0.0,0.0,0.0
6176879,1,364715.24,364715.24,0.0,547144.76,911860.0
4824520,1,238275.17,12369.0,0.0,0.0,238275.17
1030576,1,59127.34,59127.34,0.0,17207.02,76334.36
3092983,0,136755.39,14533220.44,14669975.83,1036699.64,899944.25
5720125,4,1101870.28,0.0,0.0,66778272.78,67880143.06
2663177,0,32325.29,10583.0,42908.29,509143.29,476818.0
49886,1,361559.69,361559.69,0.0,504667.31,189441.24
3593088,1,68230.32,68230.32,0.0,0.0,68230.32
3209193,1,8828.02,407175.0,398346.98,312931.93,321759.95
1030474,1,4631432.03,4631432.03,0.0,122727.22,4754159.25
4264139,3,17290.7,328.0,0.0,0.0,0.0
1545321,3,2618.64,121749.11,119130.48,0.0,0.0
3658297,1,177411.52,128870.84,0.0,460162.03,637573.55
2217633,1,8142605.46,8142605.46,0.0,1400966.7,9543572.16
1678308,0,106948.98,16109.0,123057.98,95673.83,0.0
4388135,4,1348095.12,1348095.12,0.0,0.0,0.0
90071,1,93810.76,93810.76,0.0,4096048.05,4189858.81
304766,3,2952.79,19331.0,16378.21,0.0,0.0
3960288,4,21859.86,21859.86,0.0,0.0,0.0
2834680,1,5772.0,5772.0,0.0,252750.28,258522.28
3774189,1,185850.96,106066.0,0.0,363892.98,549743.93
5111141,0,422018.23,42596.0,464614.23,5966582.95,5895065.75
6007596,4,3718503.37,3718503.37,0.0,0.0,0.0
6351131,1,2360965.74,2360965.74,0.0,0.0,2360965.74
6281489,1,964876.58,964876.58,0.0,203741.11,1168617.69
4863913,4,291264.2,291264.2,0.0,0.0,0.0
4772750,4,723915.85,723915.85,0.0,0.0,0.0
2799724,1,3452538.75,3452538.75,0.0,2350433.08,5802971.83
220158,1,133306.59,47601.1,0.0,473913.98,607220.57
2690090,3,9316.41,0.0,0.0,0.0,0.0
1030393,4,1372301.24,1372301.24,0.0,0.0,0.0
460282,3,23843.92,234157.16,210313.23,0.0,0.0
6254814,4,1015051.7,1015051.7,0.0,0.0,0.0
1543255,1,26080.95,0.0,0.0,211351.85,237432.8
6040262,1,1205760.86,1205760.86,0.0,8682013.45,9887774.3
6021358,4,269722.42,269722.42,0.0,0.0,0.0
4458514,1,371178.3,195.0,0.0,0.0,371178.3
1225248,1,244949.78,1245.0,0.0,317796.3,562746.09
5026597,3,14389.28,12537.0,0.0,0.0,0.0
2932772,4,780066.22,780066.22,0.0,0.0,0.0
1511354,4,1335959.76,1335959.76,0.0,0.0,0.0
5750422,1,383946.87,10653.0,0.0,684858.26,1068805.13
3220578,1,213463.32,213463.32,0.0,0.0,115035.59
237448,1,75215.92,0.0,0.0,794372.66,1011780.44
373215,0,451912.5,1842145.98,2294058.47,768695.05,316782.55
6161964,4,21418.86,21418.86,0.0,0.0,0.0
5888993,0,186519.24,6324816.13,6511335.36,2433573.23,2247053.99
4840802,0,289481.68,3968815.61,4258297.3,3529485.67,3240003.99
6362520,4,417103.68,417103.68,0.0,0.0,0.0
6278024,4,2938833.22,2938833.22,0.0,0.0,0.0
3706303,1,16611.75,0.0,0.0,32082.11,48693.86
4135145,1,211633.16,307270.92,95637.75,693794.76,905427.92
841751,4,581889.94,581889.94,0.0,0.0,0.0
3402797,1,286936.39,8339.0,0.0,947457.8,1234394.19
3161441,3,6726.78,0.0,0.0,0.0,0.0
1908584,4,49966.72,49966.72,0.0,0.0,0.0
3363574,0,660037.98,155689.0,815726.98,1060276.91,400238.93
2283127,3,9694.21,311221.72,301527.52,0.0,0.0
561718,3,22323.63,4038.0,0.0,0.0,0.0
3681230,4,1567591.24,1567591.24,0.0,0.0,0.0
2684775,4,1651948.79,1651948.79,0.0,0.0,0.0
5596659,0,255831.88,11725954.71,11981786.59,45417946.05,45162114.17
2973155,1,414604.28,11533.0,0.0,0.0,414604.28
2387374,3,18181.23,0.0,0.0,0.0,0.0
5335533,1,115125.3,115125.3,0.0,8601839.76,8716965.06
5563375,1,6063657.03,6063657.03,0.0,1215280.38,7278937.41
2345033,4,144360.17,0.0,0.0,482219.8,626579.97
3960311,1,219110.27,219110.27,0.0,402986.55,622096.82
5565727,1,197696.17,0.0,0.0,847072.27,1044768.44
6057730,1,930970.44,930970.44,0.0,0.0,930970.44
6293521,3,6137.96,176.0,0.0,0.0,0.0
4633635,0,116918.34,5126779.85,5243698.19,490901.19,373982.85
6030113,1,36996.83,36996.83,0.0,729398.84,766395.67
6351233,4,337287.72,337287.72,0.0,0.0,0.0
4986991,3,7376.25,0.0,0.0,0.0,0.0
1380756,1,55999.86,11588.0,0.0,3891576.05,3947575.9
3609742,4,3929113.14,3929113.14,0.0,0.0,0.0
952328,3,6793.87,258736.69,251942.81,0.0,0.0
4858,1,120074.73,120074.73,0.0,0.0,120074.73
2382157,1,18471.55,18471.55,0.0,0.0,18471.55
6362555,1,106584.32,106584.32,0.0,5524872.71,5631457.03
6320041,1,464638.22,0.0,0.0,834150.79,1298789.0
5588119,1,133334.61,0.0,0.0,581144.86,714479.46
6281471,1,10000000.0,10000000.0,0.0,0.0,10000000.0
5456941,4,450932.38,52547.0,0.0,441530.39,892462.78
6202289,4,1158373.23,1158373.23,0.0,0.0,0.0
3193201,4,2468740.94,2468740.94,0.0,0.0,0.0
4974712,1,173021.18,159.0,0.0,69594.5,242615.68
4428934,3,38616.35,26253.81,0.0,0.0,0.0
3891871,1,118051.45,580.0,0.0,422166.63,540218.08
976998,3,9431.44,0.0,0.0,0.0,0.0
151657,4,3964129.99,3964129.99,0.0,0.0,0.0
3193221,4,4011314.1,4011314.1,0.0,0.0,0.0
6351080,4,2184556.65,2184556.65,0.0,0.0,0.0
2108651,4,1503297.45,1503297.45,0.0,0.0,0.0
2382166,4,3644234.06,3644234.06,0.0,0.0,0.0
